Date,Open,High,Low,Close
3-August-2011,5468.43,5471.33,5432.45,5460.06,
4-August-2011,5470.84,5494.78,5388.14,5394.98,
5-August-2011,5308.89,5308.89,5185.74,5282.04,
8-August-2011,5181.23,5271.96,5125.43,5194.96,
9-August-2011,5073.98,5233.82,5035.46,5150.83,
10-August-2011,5245.44,5256.45,5200.57,5233.14,
11-August-2011,5214.15,5254.54,5201.79,5210.12,
12-August-2011,5254.69,5254.69,5137.52,5150.31,
16-August-2011,5193.36,5202.89,5089.23,5104.93,
17-August-2011,5116.49,5171.97,5085.97,5118.86,
18-August-2011,5134.92,5136.67,4995.53,5007.55,
19-August-2011,4950.56,4963.49,4871.56,4921.05,
22-August-2011,4924.56,4982.77,4886.59,4976.42,
23-August-2011,5002.22,5036.02,4941.44,5018.36,
24-August-2011,5018.04,5041.73,4952.29,4962.10,
25-August-2011,4976.56,4989.51,4910.26,4921.49,
26-August-2011,4923.48,4946.69,4797.15,4820.34,
29-August-2011,4876.36,4996.58,4876.36,4986.08,
30-August-2011,5027.55,5073.16,4993.13,5062.17,
2-September-2011,5132.47,5133.34,5064.26,5103.67,
5-September-2011,5069.98,5098.70,5043.52,5086.93,
6-September-2011,5074.62,5129.89,5020.60,5123.03,
7-September-2011,5138.28,5215.95,5138.28,5190.98,
8-September-2011,5205.15,5232.35,5170.20,5217.31,
9-September-2011,5224.00,5231.50,5115.65,5125.15,
12-September-2011,5077.20,5077.20,4987.03,5013.12,
13-September-2011,5041.71,5096.06,4982.86,5009.96,
14-September-2011,5024.48,5087.36,4988.64,5075.57,
15-September-2011,5105.24,5147.47,5041.84,5134.97,
16-September-2011,5175.62,5198.85,5134.65,5147.98,
19-September-2011,5131.88,5131.88,5091.63,5101.33,
20-September-2011,5107.60,5208.79,5106.43,5200.60,
21-September-2011,5206.72,5230.43,5180.04,5201.26,
22-September-2011,5142.04,5142.04,4985.87,4998.16,
23-September-2011,4964.00,5006.22,4908.51,4947.07,
26-September-2011,4957.47,4957.47,4833.74,4905.76,
27-September-2011,4963.45,5042.42,4963.45,5033.40,
28-September-2011,5066.53,5066.53,4983.93,5005.53,
29-September-2011,4991.84,5078.45,4968.34,5065.88,
30-September-2011,5042.37,5077.04,4982.39,4995.67,
3-October-2011,4950.13,4950.13,4883.18,4908.64,
4-October-2011,4891.62,4928.27,4796.15,4827.72,
5-October-2011,4852.66,4872.60,4794.95,4804.13,
7-October-2011,4907.33,4961.01,4900.95,4923.73,
10-October-2011,4931.34,5019.05,4918.64,5011.15,
11-October-2011,5038.73,5076.86,5003.65,5013.39,
12-October-2011,5041.24,5139.76,5035.30,5132.00,
13-October-2011,5152.84,5167.93,5104.34,5112.60,
14-October-2011,5099.91,5170.12,5099.26,5162.67,
17-October-2011,5183.70,5187.84,5119.94,5145.64,
18-October-2011,5094.51,5094.51,5043.91,5067.88,
19-October-2011,5099.56,5166.25,5099.56,5160.68,
20-October-2011,5118.57,5122.51,5065.06,5117.31,
21-October-2011,5126.43,5145.29,5062.00,5071.46,
24-October-2011,5125.23,5162.45,5100.72,5112.15,
25-October-2011,5129.91,5210.64,5097.60,5193.62,
26-October-2011,5213.87,5225.75,5205.62,5209.80,
28-October-2011,5301.32,5372.23,5301.32,5356.26,
31-October-2011,5355.98,5362.52,5322.82,5334.14,
1-November-2011,5295.02,5326.14,5255.01,5275.34,
2-November-2011,5241.11,5311.96,5241.11,5272.80,
3-November-2011,5266.17,5295.71,5226.81,5284.35,
4-November-2011,5332.28,5349.84,5287.30,5311.01,
8-November-2011,5316.78,5331.52,5279.30,5309.25,
9-November-2011,5327.69,5334.05,5232.19,5240.16,
11-November-2011,5201.58,5222.36,5165.58,5187.33,
14-November-2011,5224.91,5243.72,5153.24,5158.75,
15-November-2011,5149.38,5170.12,5061.91,5071.97,
16-November-2011,5069.61,5069.61,4993.25,5036.08,
17-November-2011,5030.37,5042.36,4925.89,4938.26,
18-November-2011,4919.36,4919.36,4847.87,4910.54,
21-November-2011,4892.93,4892.93,4776.64,4788.17,
22-November-2011,4799.90,4857.20,4789.68,4816.40,
23-November-2011,4794.27,4794.27,4658.92,4712.04,
24-November-2011,4715.68,4776.35,4651.21,4765.86,
25-November-2011,4747.61,4785.48,4715.91,4731.08,
28-November-2011,4778.25,4869.33,4778.25,4865.42,
29-November-2011,4877.52,4878.50,4800.20,4812.73,
30-November-2011,4779.96,4848.86,4768.44,4831.73,
1-December-2011,4938.91,5000.75,4909.78,4928.29,
2-December-2011,4929.84,5053.41,4914.08,5043.68,
5-December-2011,5035.44,5052.17,5004.79,5037.06,
7-December-2011,5043.62,5093.14,5034.50,5053.30,
8-December-2011,5040.97,5045.64,4924.63,4942.18,
9-December-2011,4888.59,4918.72,4848.43,4868.50,
12-December-2011,4902.01,4906.33,4756.60,4765.97,
13-December-2011,4743.58,4818.61,4732.42,4796.63,
14-December-2011,4788.64,4831.52,4746.19,4755.30,
15-December-2011,4720.90,4761.90,4674.76,4743.53,
16-December-2011,4752.87,4808.87,4629.29,4646.43,
19-December-2011,4633.16,4633.16,4550.17,4600.75,
20-December-2011,4614.91,4621.15,4516.41,4527.03,
21-December-2011,4603.02,4676.93,4576.58,4662.81,
22-December-2011,4630.73,4712.32,4608.78,4707.14,
23-December-2011,4720.27,4737.92,4665.27,4684.83,
26-December-2011,4696.39,4751.06,4693.60,4742.96,
27-December-2011,4747.07,4767.11,4691.33,4712.97,
28-December-2011,4708.49,4713.27,4650.45,4668.62,
29-December-2011,4651.26,4665.64,4613.64,4620.04,
30-December-2011,4630.42,4660.17,4580.94,4598.21,
2-January-2012,4616.42,4620.54,4560.67,4606.81,
3-January-2012,4636.47,4742.62,4636.47,4734.70,
4-January-2012,4741.53,4755.03,4705.36,4723.07,
5-January-2012,4725.59,4751.90,4704.98,4721.46,
6-January-2012,4704.29,4757.90,4662.42,4722.12,
7-January-2012,4727.38,4730.23,4717.70,4720.49,
9-January-2012,4719.03,4733.22,4674.38,4718.65,
10-January-2012,4738.57,4831.16,4738.57,4826.24,
11-January-2012,4839.61,4859.21,4822.04,4844.21,
12-January-2012,4831.21,4863.04,4800.75,4826.37,
13-January-2012,4851.70,4893.60,4834.78,4862.93,
16-January-2012,4845.38,4877.35,4825.03,4872.24,
17-January-2012,4893.23,4970.65,4893.23,4959.81,
18-January-2012,4968.69,4977.08,4926.32,4943.79,
19-January-2012,4975.30,5015.88,4975.30,5012.08,
20-January-2012,5036.59,5058.27,5004.28,5044.92,
23-January-2012,5030.10,5065.34,5028.42,5046.09,
24-January-2012,5059.43,5141.86,5051.04,5127.79,
25-January-2012,5146.40,5176.03,5137.81,5163.97,
27-January-2012,5191.96,5215.05,5172.68,5209.64,
30-January-2012,5186.78,5186.78,5084.49,5095.39,
31-January-2012,5120.04,5215.00,5120.04,5202.65,
1-February-2012,5198.68,5249.14,5171.83,5242.73,
2-February-2012,5276.50,5302.29,5234.32,5277.35,
3-February-2012,5281.58,5335.63,5265.91,5327.50,
6-February-2012,5362.85,5405.42,5341.03,5375.26,
7-February-2012,5401.85,5408.63,5329.25,5342.19,
8-February-2012,5346.87,5404.80,5336.19,5377.03,
9-February-2012,5363.46,5431.40,5357.44,5421.18,
10-February-2012,5419.38,5449.49,5361.71,5396.50,
13-February-2012,5399.56,5429.17,5370.35,5407.36,
14-February-2012,5405.99,5440.44,5401.39,5432.55,
15-February-2012,5469.79,5559.05,5469.79,5550.62,
16-February-2012,5541.05,5558.84,5512.78,5549.42,
17-February-2012,5593.86,5640.43,5572.30,5592.33,
21-February-2012,5595.43,5643.90,5595.43,5631.24,
22-February-2012,5646.20,5658.18,5494.19,5509.12,
23-February-2012,5502.87,5539.42,5455.53,5489.51,
24-February-2012,5495.72,5532.04,5411.10,5434.57,
27-February-2012,5441.53,5441.53,5270.08,5282.57,
28-February-2012,5332.25,5404.89,5314.69,5394.23,
29-February-2012,5452.02,5480.08,5374.07,5406.46,
1-March-2012,5393.04,5393.04,5327.46,5365.75,
2-March-2012,5387.05,5421.64,5345.42,5380.31,
3-March-2012,5383.82,5395.07,5379.69,5383.24,
5-March-2012,5362.23,5362.23,5289.65,5304.29,
6-March-2012,5274.11,5404.00,5237.06,5248.84,
7-March-2012,5224.21,5267.75,5194.13,5240.83,
9-March-2012,5311.58,5360.93,5311.58,5354.84,
12-March-2012,5390.75,5404.31,5353.89,5385.65,
13-March-2012,5429.65,5462.65,5428.13,5452.60,
14-March-2012,5518.43,5520.13,5462.92,5488.30,
15-March-2012,5481.82,5481.82,5384.78,5402.37,
16-March-2012,5408.70,5463.40,5324.85,5334.53,
19-March-2012,5352.73,5352.73,5250.64,5268.03,
20-March-2012,5268.71,5311.48,5248.11,5290.20,
21-March-2012,5284.98,5391.00,5275.68,5384.19,
22-March-2012,5379.48,5410.61,5231.55,5248.49,
23-March-2012,5273.79,5328.31,5238.47,5298.59,
26-March-2012,5288.26,5288.26,5193.74,5201.57,
27-March-2012,5257.09,5292.22,5208.27,5257.13,
28-March-2012,5241.40,5253.14,5187.29,5209.13,
29-March-2012,5170.85,5213.75,5155.64,5204.49,
30-March-2012,5233.65,5324.00,5231.72,5315.15,
2-April-2012,5320.66,5362.39,5312.79,5347.02,
3-April-2012,5386.73,5411.04,5381.33,5391.96,
4-April-2012,5369.01,5377.86,5345.34,5362.68,
9-April-2012,5323.70,5325.17,5271.02,5277.73,
10-April-2012,5288.69,5298.19,5252.31,5284.34,
11-April-2012,5245.26,5303.07,5236.76,5265.98,
12-April-2012,5292.47,5327.00,5292.47,5308.54,
13-April-2012,5294.22,5344.96,5234.31,5249.18,
16-April-2012,5232.42,5274.11,5232.42,5269.40,
17-April-2012,5273.93,5333.56,5253.74,5329.17,
18-April-2012,5370.67,5383.24,5335.34,5340.68,
19-April-2012,5356.75,5371.73,5329.25,5364.25,
20-April-2012,5348.62,5367.01,5283.86,5321.84,
23-April-2012,5317.38,5344.35,5223.22,5232.85,
24-April-2012,5239.73,5263.84,5213.71,5251.11,
25-April-2012,5247.05,5266.64,5191.38,5230.50,
26-April-2012,5241.74,5241.74,5206.15,5214.10,
27-April-2012,5217.31,5248.31,5177.60,5209.55,
28-April-2012,5224.90,5236.54,5214.56,5228.98,
30-April-2012,5238.86,5281.70,5238.86,5268.41,
2-May-2012,5296.69,5302.89,5248.80,5258.62,
3-May-2012,5236.39,5237.98,5201.02,5207.78,
4-May-2012,5186.00,5197.39,5096.72,5109.94,
7-May-2012,5037.72,5149.98,5013.14,5140.51,
8-May-2012,5139.75,5150.16,5012.53,5028.67,
9-May-2012,4999.97,5040.14,4978.41,4994.55,
10-May-2012,5013.15,5055.95,4972.46,4985.29,
11-May-2012,4967.22,4993.17,4925.04,4947.49,
14-May-2012,4962.91,4973.22,4894.21,4922.85,
15-May-2012,4901.80,4968.68,4901.80,4958.89,
16-May-2012,4889.31,4901.38,4857.15,4880.07,
17-May-2012,4918.30,4944.97,4870.84,4888.01,
18-May-2012,4830.95,4922.63,4811.28,4908.73,
21-May-2012,4924.14,4956.40,4916.79,4925.48,
22-May-2012,4969.61,4973.13,4872.19,4880.02,
23-May-2012,4865.55,4870.42,4826.11,4853.86,
24-May-2012,4876.65,4938.88,4846.56,4930.21,
25-May-2012,4917.84,4951.11,4906.00,4935.78,
28-May-2012,4955.34,5004.41,4955.34,4998.13,
29-May-2012,5018.71,5029.81,4994.18,5001.60,
30-May-2012,4975.81,4985.78,4950.27,4954.92,
31-May-2012,4909.29,4952.60,4897.65,4942.13,
1-June-2012,4931.16,4943.62,4848.42,4856.04,
4-June-2012,4810.92,4868.45,4786.41,4861.35,
5-June-2012,4888.54,4908.07,4859.27,4873.19,
6-June-2012,4914.77,5011.41,4914.77,5000.38,
7-June-2012,5043.38,5059.21,5012.97,5052.73,
8-June-2012,5038.46,5086.37,5002.23,5073.30,
11-June-2012,5110.12,5129.29,5042.80,5054.85,
12-June-2012,5033.24,5125.78,5033.24,5116.28,
13-June-2012,5121.77,5143.23,5100.13,5120.29,
14-June-2012,5115.22,5127.88,5047.38,5052.60,
15-June-2012,5074.85,5136.14,5073.85,5131.16,
18-June-2012,5176.72,5179.60,5033.55,5053.43,
19-June-2012,5050.06,5102.15,5036.64,5094.21,
20-June-2012,5110.79,5133.71,5094.24,5116.08,
21-June-2012,5097.27,5164.79,5091.77,5161.21,
22-June-2012,5111.88,5156.89,5092.42,5143.47,
25-June-2012,5164.20,5193.49,5105.55,5113.42,
26-June-2012,5114.20,5137.41,5099.60,5127.71,
27-June-2012,5161.70,5164.76,5135.65,5148.02,
28-June-2012,5157.08,5162.80,5127.64,5150.31,
29-June-2012,5201.17,5283.02,5201.17,5279.22,
2-July-2012,5290.08,5308.81,5268.16,5286.88,
3-July-2012,5309.60,5327.63,5284.50,5306.19,
4-July-2012,5329.64,5333.55,5292.34,5320.94,
5-July-2012,5316.19,5352.18,5310.03,5344.66,
6-July-2012,5342.30,5343.21,5308.30,5331.57,
9-July-2012,5304.87,5315.45,5268.87,5284.74,
10-July-2012,5300.33,5356.98,5300.33,5354.06,
11-July-2012,5331.47,5349.34,5317.12,5321.00,
12-July-2012,5264.00,5279.66,5238.84,5256.80,
13-July-2012,5266.86,5288.48,5237.87,5244.14,
16-July-2012,5256.67,5262.90,5210.85,5216.79,
17-July-2012,5249.04,5255.30,5199.62,5207.73,
18-July-2012,5215.69,5234.51,5182.75,5227.03,
19-July-2012,5264.84,5267.71,5242.74,5251.04,
20-July-2012,5244.51,5248.07,5210.01,5219.74,
23-July-2012,5176.29,5179.94,5122.67,5131.19,
24-July-2012,5150.60,5157.93,5119.73,5147.54,
25-July-2012,5144.92,5144.92,5094.49,5123.42,
26-July-2012,5138.58,5138.58,5046.93,5058.43,
27-July-2012,5124.77,5158.70,5081.68,5100.81,
30-July-2012,5140.83,5207.37,5139.21,5202.05,
31-July-2012,5216.68,5233.15,5159.82,5229.16,
1-August-2012,5225.41,5251.11,5220.98,5243.35,
2-August-2012,5237.75,5241.35,5219.04,5237.04,
3-August-2012,5213.38,5227.72,5175.70,5223.31,
6-August-2012,5265.90,5295.12,5262.70,5279.39,
7-August-2012,5295.91,5343.11,5282.26,5329.76,
8-August-2012,5335.84,5363.07,5319.87,5326.44,
9-August-2012,5339.07,5355.16,5301.33,5313.58,
10-August-2012,5301.99,5316.45,5283.51,5307.57,
13-August-2012,5306.64,5344.34,5302.98,5341.37,
14-August-2012,5341.91,5376.86,5325.19,5369.67,
16-August-2012,5377.40,5383.16,5345.71,5350.66,
17-August-2012,5362.28,5389.33,5330.67,5352.71,
21-August-2012,5356.24,5408.53,5356.24,5405.21,
22-August-2012,5391.03,5413.89,5383.55,5393.32,
23-August-2012,5396.44,5426.50,5372.66,5390.16,
24-August-2012,5375.35,5378.58,5349.14,5368.08,
27-August-2012,5365.20,5378.44,5324.52,5328.47,
28-August-2012,5327.22,5334.46,5281.79,5308.38,
29-August-2012,5312.50,5315.63,5260.81,5266.58,
30-August-2012,5252.93,5300.76,5232.95,5284.89,
31-August-2012,5287.58,5287.58,5221.03,5251.07,
3-September-2012,5260.07,5274.57,5224.34,5234.86,
4-September-2012,5233.96,5262.51,5220.43,5259.30,
5-September-2012,5239.43,5247.46,5200.44,5214.66,
6-September-2012,5216.11,5250.04,5208.82,5227.55,
7-September-2012,5286.52,5324.57,5286.52,5320.33,
8-September-2012,5325.71,5345.95,5320.64,5339.79,
10-September-2012,5347.78,5355.35,5332.04,5343.14,
11-September-2012,5328.80,5370.17,5320.48,5366.87,
12-September-2012,5381.75,5405.91,5370.98,5402.88,
13-September-2012,5409.21,5420.11,5391.93,5401.75,
14-September-2012,5469.88,5537.56,5469.88,5528.58,
17-September-2012,5569.66,5603.42,5542.68,5570.21,
18-September-2012,5564.89,5593.41,5554.40,5574.59,
20-September-2012,5525.39,5564.38,5518.58,5534.79,
21-September-2012,5549.37,5687.17,5549.37,5664.62,
24-September-2012,5665.77,5690.87,5644.32,5650.61,
25-September-2012,5658.57,5688.94,5637.06,5659.33,
26-September-2012,5646.25,5662.86,5626.99,5648.15,
27-September-2012,5656.56,5682.61,5633.89,5642.55,
28-September-2012,5675.64,5733.12,5675.48,5701.39,
1-October-2012,5706.23,5727.07,5697.19,5723.48,
3-October-2012,5724.51,5753.99,5724.51,5742.32,
4-October-2012,5761.20,5817.16,5761.20,5796.90,
5-October-2012,5815.95,5825.42,5712.26,5760.36,
8-October-2012,5766.34,5768.31,5685.44,5693.03,
9-October-2012,5715.72,5747.02,5694.73,5719.91,
10-October-2012,5696.65,5705.24,5661.48,5665.95,
11-October-2012,5665.53,5735.78,5651.16,5724.76,
12-October-2012,5708.66,5748.19,5688.55,5696.37,
15-October-2012,5699.27,5710.95,5675.52,5702.69,
16-October-2012,5720.70,5732.51,5652.52,5660.85,
17-October-2012,5684.69,5699.45,5648.35,5671.09,
18-October-2012,5683.99,5734.62,5667.76,5731.07,
19-October-2012,5725.35,5727.14,5672.51,5694.20,
22-October-2012,5686.77,5728.28,5669.79,5723.70,
23-October-2012,5726.33,5732.41,5692.17,5697.63,
25-October-2012,5700.22,5720.18,5693.66,5711.42,
26-October-2012,5699.08,5705.89,5644.42,5662.84,
29-October-2012,5670.42,5694.16,5640.05,5659.49,
30-October-2012,5660.88,5684.37,5584.93,5593.27,
31-October-2012,5594.65,5626.00,5583.93,5620.99,
1-November-2012,5619.91,5659.61,5611.18,5651.13,
2-November-2012,5685.62,5717.92,5685.62,5705.91,
5-November-2012,5704.84,5715.54,5684.31,5707.18,
6-November-2012,5701.93,5731.11,5701.10,5727.98,
7-November-2012,5724.95,5783.16,5720.75,5764.61,
8-November-2012,5731.45,5756.54,5716.03,5751.41,
9-November-2012,5749.46,5771.86,5695.91,5702.92,
12-November-2012,5705.39,5729.88,5691.98,5713.96,
13-November-2012,5729.74,5730.11,5690.64,5699.00,
15-November-2012,5691.09,5691.94,5642.58,5668.15,
16-November-2012,5673.56,5689.09,5595.86,5609.09,
19-November-2012,5618.55,5628.89,5579.15,5601.43,
20-November-2012,5623.16,5638.00,5567.27,5588.97,
21-November-2012,5601.12,5634.04,5581.31,5629.58,
22-November-2012,5642.39,5663.14,5627.22,5649.62,
23-November-2012,5657.33,5661.80,5618.85,5648.87,
26-November-2012,5665.28,5677.44,5653.86,5664.75,
27-November-2012,5684.59,5760.68,5684.59,5755.21,
29-November-2012,5761.94,5860.89,5761.94,5852.98,
30-November-2012,5867.61,5914.16,5860.18,5908.97,
3-December-2012,5910.31,5932.63,5892.66,5909.15,
4-December-2012,5903.83,5934.90,5899.75,5927.58,
5-December-2012,5941.39,5962.15,5937.02,5943.13,
6-December-2012,5963.08,5987.82,5888.21,5977.91,
7-December-2012,5985.15,6001.90,5933.56,5951.83,
10-December-2012,5954.97,5967.98,5935.67,5952.26,
11-December-2012,5966.28,6010.14,5907.13,5941.81,
12-December-2012,5953.88,5970.84,5923.05,5934.35,
13-December-2012,5947.90,5954.67,5882.36,5891.39,
14-December-2012,5888.95,5930.68,5881.92,5926.31,
17-December-2012,5921.53,5938.43,5907.92,5915.63,
18-December-2012,5927.39,5965.23,5881.67,5958.35,
19-December-2012,5976.73,6003.71,5976.73,5996.35,
20-December-2012,6003.82,6006.44,5950.07,5983.93,
21-December-2012,5969.07,5969.07,5903.35,5908.41,
24-December-2012,5917.39,5939.07,5908.92,5915.39,
26-December-2012,5927.60,5979.27,5924.85,5963.83,
27-December-2012,5979.46,5987.55,5931.48,5938.09,
28-December-2012,5947.99,5980.03,5945.43,5972.89,
31-December-2012,5968.29,5989.47,5968.29,5975.74,
1-January-2013,5998.53,6039.28,5997.95,6029.23,
2-January-2013,6056.96,6089.20,6056.72,6072.94,
3-January-2013,6088.74,6096.13,6066.61,6089.22,
4-January-2013,6092.68,6099.24,6062.72,6095.15,
7-January-2013,6107.10,6116.80,6063.99,6075.15,
8-January-2013,6073.88,6089.34,6049.82,6084.28,
9-January-2013,6090.03,6111.07,6047.03,6060.09,
10-January-2013,6076.80,6097.30,6033.60,6054.24,
11-January-2013,6087.19,6095.53,6015.40,6027.90,
14-January-2013,6034.86,6117.99,6033.35,6105.26,
15-January-2013,6126.23,6146.29,6099.24,6132.59,
16-January-2013,6131.13,6138.79,6063.16,6072.98,
17-January-2013,6082.18,6128.26,6067.65,6113.61,
18-January-2013,6132.10,6157.22,6117.56,6131.39,
21-January-2013,6152.91,6163.53,6133.98,6150.79,
22-January-2013,6152.89,6172.30,6100.49,6108.99,
23-January-2013,6114.91,6134.18,6069.40,6106.09,
24-January-2013,6104.74,6117.70,6045.71,6054.01,
25-January-2013,6057.34,6126.67,6052.25,6121.08,
28-January-2013,6128.43,6140.57,6110.55,6124.92,
29-January-2013,6120.44,6164.60,6087.56,6093.80,
30-January-2013,6101.01,6121.27,6088.80,6099.75,
31-January-2013,6094.60,6107.87,6078.85,6091.49,
1-February-2013,6094.62,6117.33,6052.27,6064.75,
4-February-2013,6085.46,6101.30,6033.16,6039.25,
5-February-2013,6016.85,6026.99,6000.26,6012.91,
6-February-2013,6033.48,6049.75,6011.99,6018.86,
7-February-2013,6006.43,6040.91,5981.02,5992.97,
8-February-2013,5991.64,6007.66,5932.26,5952.10,
11-February-2013,5959.93,5967.79,5933.78,5947.17,
12-February-2013,5954.32,5973.89,5928.10,5968.82,
13-February-2013,5980.08,6015.82,5957.11,5966.86,
14-February-2013,5971.49,5975.99,5906.64,5921.87,
15-February-2013,5910.05,5928.79,5880.05,5916.97,
18-February-2013,5925.34,5945.60,5917.05,5930.31,
19-February-2013,5936.18,5990.09,5919.22,5979.48,
20-February-2013,6000.07,6008.75,5972.86,5978.97,
21-February-2013,5954.61,5954.96,5868.37,5876.83,
22-February-2013,5882.32,5908.52,5863.61,5882.43,
25-February-2013,5897.37,5905.30,5848.56,5876.26,
26-February-2013,5865.31,5865.31,5774.35,5784.46,
27-February-2013,5803.56,5849.01,5774.24,5830.05,
28-February-2013,5859.49,5883.39,5698.19,5720.10,
1-March-2013,5723.61,5765.49,5709.64,5741.04,
4-March-2013,5740.59,5740.84,5684.42,5711.42,
5-March-2013,5729.57,5805.45,5729.57,5799.83,
6-March-2013,5828.40,5852.34,5818.21,5838.30,
7-March-2013,5830.31,5893.89,5825.84,5881.74,
8-March-2013,5897.75,5968.39,5897.69,5962.08,
11-March-2013,5964.05,5988.12,5945.41,5955.96,
12-March-2013,5965.64,5970.75,5907.69,5926.23,
13-March-2013,5911.27,5911.54,5850.91,5858.90,
14-March-2013,5859.11,5928.58,5800.10,5921.02,
15-March-2013,5920.14,5960.37,5876.23,5887.09,
18-March-2013,5849.30,5862.25,5830.17,5845.47,
19-March-2013,5859.61,5870.56,5739.64,5751.20,
20-March-2013,5754.89,5755.37,5678.76,5692.99,
21-March-2013,5705.29,5751.59,5640.56,5651.86,
22-March-2013,5649.79,5680.25,5619.63,5641.78,
25-March-2013,5683.72,5710.14,5612.73,5624.15,
26-March-2013,5614.48,5640.47,5605.10,5627.48,
28-March-2013,5627.47,5691.48,5595.58,5678.70,
1-April-2013,5694.03,5718.07,5672.57,5700.58,
2-April-2013,5701.16,5759.94,5692.04,5756.67,
3-April-2013,5755.24,5760.16,5663.24,5684.32,
4-April-2013,5659.30,5659.30,5578.66,5587.41,
5-April-2013,5582.30,5594.98,5552.10,5569.58,
8-April-2013,5571.28,5590.75,5559.05,5565.11,
9-April-2013,5584.81,5615.99,5503.08,5508.52,
10-April-2013,5544.24,5580.89,5490.97,5570.52,
11-April-2013,5616.06,5618.99,5555.93,5603.11,
12-April-2013,5531.99,5568.76,5519.07,5553.82,
15-April-2013,5538.57,5613.41,5526.77,5586.59,
16-April-2013,5587.47,5707.94,5577.66,5700.08,
17-April-2013,5718.73,5747.72,5683.49,5703.27,
18-April-2013,5696.21,5799.17,5696.16,5788.95,
22-April-2013,5788.85,5854.06,5788.85,5844.67,
23-April-2013,5852.24,5852.75,5800.48,5843.45,
25-April-2013,5852.87,5919.48,5852.87,5912.35,
26-April-2013,5907.95,5910.54,5858.29,5868.79,
29-April-2013,5874.11,5920.32,5869.63,5908.17,
30-April-2013,5939.51,5969.74,5875.10,5941.35,
2-May-2013,5931.90,6030.32,5928.66,6012.07,
3-May-2013,6007.24,6018.64,5956.41,5966.26,
6-May-2013,5968.24,5999.45,5953.30,5994.07,
7-May-2013,6003.24,6067.03,6003.24,6059.84,
8-May-2013,6078.81,6090.59,6042.60,6080.25,
9-May-2013,6088.40,6097.51,6052.49,6062.20,
10-May-2013,6056.81,6112.15,6056.81,6103.22,
11-May-2013,6099.63,6126.81,6096.54,6119.95,
13-May-2013,6106.13,6116.11,5988.88,5995.86,
14-May-2013,6004.31,6037.84,5984.72,6009.43,
15-May-2013,6030.49,6162.42,6030.49,6155.52,
16-May-2013,6144.52,6196.96,6143.46,6179.96,
17-May-2013,6187.01,6212.66,6157.91,6200.39,
20-May-2013,6207.04,6246.37,6161.45,6172.77,
21-May-2013,6174.80,6191.24,6120.35,6131.30,
22-May-2013,6147.26,6167.87,6087.92,6107.11,
23-May-2013,6079.89,6088.39,5966.93,5980.25,
24-May-2013,6003.81,6025.25,5949.32,6003.89,
27-May-2013,6014.20,6109.36,5997.71,6095.31,
28-May-2013,6103.64,6139.89,6073.49,6121.85,
29-May-2013,6130.48,6133.62,6076.97,6105.18,
30-May-2013,6087.63,6129.27,6083.10,6120.22,
31-May-2013,6115.27,6115.27,5982.02,5991.11,
3-June-2013,6015.01,6015.01,5929.37,5956.48,
4-June-2013,5955.61,6000.61,5932.29,5941.67,
5-June-2013,5937.65,5956.23,5907.73,5947.19,
6-June-2013,5925.82,5974.15,5895.74,5941.63,
7-June-2013,5941.56,5988.69,5893.29,5901.45,
10-June-2013,5932.40,5947.14,5864.52,5885.71,
11-June-2013,5868.29,5874.61,5784.56,5793.60,
12-June-2013,5779.86,5791.62,5735.94,5759.83,
13-June-2013,5716.51,5726.38,5679.84,5687.81,
14-June-2013,5730.01,5804.19,5728.96,5791.42,
17-June-2013,5812.60,5842.58,5755.67,5837.68,
18-June-2013,5839.75,5859.85,5803.17,5811.86,
19-June-2013,5815.04,5832.01,5783.65,5824.79,
20-June-2013,5764.15,5764.15,5653.25,5660.37,
21-June-2013,5647.75,5690.46,5622.16,5664.67,
24-June-2013,5646.09,5646.09,5553.58,5574.14,
25-June-2013,5588.12,5644.88,5546.07,5594.87,
26-June-2013,5610.97,5618.31,5562.44,5571.34,
27-June-2013,5622.84,5668.98,5609.02,5659.41,
28-June-2013,5724.92,5811.19,5724.92,5802.30,
1-July-2013,5799.54,5887.88,5799.54,5882.24,
2-July-2013,5879.99,5894.52,5844.82,5850.66,
3-July-2013,5815.83,5815.83,5744.97,5753.89,
4-July-2013,5776.48,5825.85,5767.13,5814.46,
5-July-2013,5858.31,5883.88,5832.00,5839.05,
8-July-2013,5791.28,5818.32,5754.73,5800.14,
9-July-2013,5823.11,5852.60,5822.43,5847.05,
10-July-2013,5861.54,5872.05,5794.94,5811.13,
11-July-2013,5865.17,5933.54,5865.17,5916.62,
12-July-2013,5975.15,5989.79,5933.17,5982.81,
15-July-2013,5974.84,6023.55,5964.73,6017.65,
16-July-2013,5931.72,5953.50,5900.30,5943.86,
17-July-2013,5963.44,5980.44,5907.53,5953.24,
18-July-2013,5968.65,6031.67,5958.45,6019.67,
19-July-2013,6042.82,6045.58,5998.49,6008.80,
22-July-2013,5995.12,6039.74,5987.11,6006.97,
23-July-2013,6033.12,6067.37,6032.62,6049.89,
24-July-2013,6008.59,6021.49,5935.59,5962.24,
25-July-2013,5947.60,5962.46,5875.20,5884.34,
26-July-2013,5912.29,5919.01,5833.02,5855.45,
29-July-2013,5845.02,5850.80,5794.54,5800.19,
30-July-2013,5800.92,5822.43,5706.75,5713.55,
31-July-2013,5698.31,5717.23,5630.83,5707.16,
